Node Number	X Location (m)	Y Location (m)	Z Location (m)	
19129	5.1422e-002	0.28131	2.2499e-002	
19130	5.3321e-002	0.28181	2.2242e-002	
19131	5.5212e-002	0.2823	2.1982e-002	
19132	5.711e-002	0.2828	2.1715e-002	
19133	5.9e-002	0.2833	2.1445e-002	
19134	5.9e-002	0.27932	2.3469e-002	
19135	5.7101e-002	0.27982	2.3233e-002	
19136	5.521e-002	0.28032	2.2993e-002	
19137	5.3312e-002	0.28081	2.2748e-002	
19138	5.9e-002	0.27831	2.3935e-002	
19139	5.6619e-002	0.27893	2.365e-002	
19140	5.4248e-002	0.27956	2.3359e-002	
19141	5.1868e-002	0.28018	2.3059e-002	
19142	4.95e-002	0.2808	2.2753e-002	
19143	4.7132e-002	0.28018	2.3059e-002	
19144	4.4752e-002	0.27956	2.3359e-002	
19145	4.2381e-002	0.27893	2.365e-002	
19146	4.e-002	0.27831	2.3935e-002	
19147	5.9e-002	0.27932	2.4572e-002	
19148	5.9e-002	0.27831	2.503e-002	
19149	4.e-002	0.2843	2.2033e-002	
19150	4.e-002	0.2833	2.2584e-002	
19151	4.e-002	0.27931	2.4579e-002	
19152	4.e-002	0.27831	2.503e-002	
19153	5.9e-002	0.2843	2.2033e-002	
19154	5.9e-002	0.2833	2.2584e-002	
19155	4.7132e-002	0.28018	2.4169e-002	
19156	4.4752e-002	0.27956	2.4464e-002	
19157	4.2381e-002	0.27893	2.475e-002	
19158	4.95e-002	0.2808	2.3869e-002	
19159	5.6619e-002	0.27893	2.475e-002	
19160	5.4248e-002	0.27956	2.4464e-002	
19161	5.1868e-002	0.28018	2.4169e-002	
19162	5.7101e-002	0.27982	2.434e-002	
19163	5.521e-002	0.28032	2.4105e-002	
19164	5.3312e-002	0.28081	2.3864e-002	
19165	5.1422e-002	0.28131	2.3619e-002	
19166	5.3321e-002	0.28181	2.3367e-002	
19167	5.5212e-002	0.2823	2.3111e-002	
19168	5.711e-002	0.2828	2.285e-002	
19169	4.5701e-002	0.28081	2.3867e-002	
19170	4.3799e-002	0.28031	2.4109e-002	
19171	4.1903e-002	0.27981	2.4346e-002	
19172	4.7595e-002	0.2813	2.3621e-002	
19173	4.1894e-002	0.2828	2.285e-002	
19174	4.3796e-002	0.2823	2.3113e-002	
19175	4.5692e-002	0.2818	2.3369e-002	
19176	4.7128e-002	0.28243	2.3044e-002	
19177	4.4755e-002	0.28305	2.2716e-002	
19178	4.2371e-002	0.28368	2.2377e-002	
19179	4.9514e-002	0.28181	2.3367e-002	
19180	5.6636e-002	0.28368	2.2377e-002	
19181	5.4259e-002	0.28305	2.2716e-002	
19182	5.1893e-002	0.28243	2.3044e-002	
19183	1.9e-002	2.3325e-002	2.4645e-002	
19184	1.7109e-002	2.3819e-002	2.485e-002	
19185	1.5212e-002	2.4316e-002	2.5052e-002	
19186	1.332e-002	2.4811e-002	2.5248e-002	
19187	1.1422e-002	2.5308e-002	2.5441e-002	
19188	1.3313e-002	2.5804e-002	2.5629e-002	
19189	1.521e-002	2.6302e-002	2.5813e-002	
19190	1.7103e-002	2.6798e-002	2.5992e-002	
19191	1.9e-002	2.7296e-002	2.6168e-002	
19192	9.5141e-003	2.5807e-002	2.563e-002	
19193	7.1403e-003	2.6428e-002	2.5859e-002	
19194	4.7582e-003	2.7051e-002	2.6082e-002	
19195	2.383e-003	2.7673e-002	2.6298e-002	
19196	0.	2.8296e-002	2.6508e-002	
19197	1.9e-002	2.8296e-002	2.6508e-002	
19198	1.6624e-002	2.7673e-002	2.6298e-002	
19199	1.4256e-002	2.7051e-002	2.6082e-002	
19200	1.1881e-002	2.6428e-002	2.5859e-002	
19201	7.5949e-003	2.5303e-002	2.5439e-002	
19202	5.6928e-003	2.4804e-002	2.5245e-002	
19203	3.7966e-003	2.4306e-002	2.5048e-002	
19204	1.8952e-003	2.3807e-002	2.4845e-002	
19205	-7.8139e-018	2.331e-002	2.4639e-002	
19206	0.	2.7296e-002	2.6168e-002	
19207	1.9017e-003	2.6797e-002	2.5992e-002	
19208	3.7982e-003	2.63e-002	2.5812e-002	
19209	5.6993e-003	2.5801e-002	2.5627e-002	
19210	9.5e-003	2.4803e-002	2.5245e-002	
19211	7.1196e-003	2.4178e-002	2.4996e-002	
19212	4.7486e-003	2.3556e-002	2.4742e-002	
19213	2.3693e-003	2.2932e-002	2.4479e-002	
19214	0.	2.231e-002	2.421e-002	
19215	1.9e-002	2.231e-002	2.421e-002	
19216	1.6631e-002	2.2932e-002	2.4479e-002	
19217	1.4251e-002	2.3556e-002	2.4742e-002	
19218	1.188e-002	2.4178e-002	2.4996e-002	
19219	1.9e-002	2.7296e-002	2.7226e-002	
19220	1.9e-002	2.8296e-002	2.7561e-002	
19221	1.9e-002	2.3325e-002	2.5728e-002	
19222	1.9e-002	2.231e-002	2.5301e-002	
19223	0.	2.8296e-002	2.7561e-002	
19224	0.	2.7296e-002	2.7226e-002	
19225	-7.8139e-018	2.331e-002	2.5722e-002	
19226	0.	2.231e-002	2.5301e-002	
19227	1.6631e-002	2.2932e-002	2.5565e-002	
19228	1.4251e-002	2.3556e-002	2.5823e-002	
19229	1.188e-002	2.4178e-002	2.6074e-002	
19230	9.5e-003	2.4803e-002	2.6318e-002	
19231	7.1196e-003	2.4178e-002	2.6074e-002	
19232	4.7486e-003	2.3556e-002	2.5823e-002	
19233	2.3693e-003	2.2932e-002	2.5565e-002	
19234	1.9017e-003	2.6797e-002	2.7053e-002	
19235	3.7982e-003	2.63e-002	2.6876e-002	
19236	5.6993e-003	2.5801e-002	2.6694e-002	
19237	7.5949e-003	2.5303e-002	2.6509e-002	
19238	5.6929e-003	2.4804e-002	2.6318e-002	
19239	3.7966e-003	2.4306e-002	2.6124e-002	
19240	1.8953e-003	2.3807e-002	2.5925e-002	
19241	1.6624e-002	2.7673e-002	2.7354e-002	
19242	1.4256e-002	2.7051e-002	2.7142e-002	
19243	1.1881e-002	2.6428e-002	2.6922e-002	
19244	9.5141e-003	2.5807e-002	2.6696e-002	
19245	7.1403e-003	2.6428e-002	2.6922e-002	
19246	4.7581e-003	2.7051e-002	2.7142e-002	
19247	2.3829e-003	2.7673e-002	2.7354e-002	
19248	1.3313e-002	2.5804e-002	2.6695e-002	
19249	1.521e-002	2.6302e-002	2.6877e-002	
19250	1.7103e-002	2.6798e-002	2.7053e-002	
19251	1.1422e-002	2.5308e-002	2.651e-002	
19252	1.7109e-002	2.3819e-002	2.593e-002	
19253	1.5212e-002	2.4316e-002	2.6128e-002	
19254	1.332e-002	2.4811e-002	2.6321e-002	
19255	3.1422e-002	2.5308e-002	2.5441e-002	
19256	3.3313e-002	2.5804e-002	2.5629e-002	
19257	3.521e-002	2.6302e-002	2.5813e-002	
19258	3.7103e-002	2.6798e-002	2.5992e-002	
19259	3.9e-002	2.7296e-002	2.6168e-002	
19260	3.9e-002	2.3325e-002	2.4645e-002	
19261	3.7109e-002	2.3819e-002	2.485e-002	
19262	3.5212e-002	2.4316e-002	2.5052e-002	
19263	3.332e-002	2.4811e-002	2.5248e-002	
19264	3.9e-002	2.231e-002	2.421e-002	
19265	3.6631e-002	2.2932e-002	2.4479e-002	
19266	3.4251e-002	2.3556e-002	2.4742e-002	
19267	3.188e-002	2.4178e-002	2.4996e-002	
19268	2.95e-002	2.4803e-002	2.5245e-002	
19269	2.712e-002	2.4178e-002	2.4996e-002	
19270	2.4749e-002	2.3556e-002	2.4742e-002	
19271	2.2369e-002	2.2932e-002	2.4479e-002	
19272	2.e-002	2.231e-002	2.421e-002	
19273	3.9e-002	2.8296e-002	2.6508e-002	
19274	3.6624e-002	2.7673e-002	2.6298e-002	
19275	3.4256e-002	2.7051e-002	2.6082e-002	
19276	3.1881e-002	2.6428e-002	2.5859e-002	
19277	2.9514e-002	2.5807e-002	2.563e-002	
19278	2.714e-002	2.6428e-002	2.5859e-002	
19279	2.4758e-002	2.7051e-002	2.6082e-002	
19280	2.2383e-002	2.7673e-002	2.6298e-002	
19281	2.e-002	2.8296e-002	2.6508e-002	
19282	2.e-002	2.7296e-002	2.6168e-002	
19283	2.1902e-002	2.6797e-002	2.5992e-002	
19284	2.3798e-002	2.63e-002	2.5812e-002	
19285	2.5699e-002	2.5801e-002	2.5627e-002	
19286	2.7595e-002	2.5303e-002	2.5439e-002	
19287	2.5693e-002	2.4804e-002	2.5245e-002	
19288	2.3797e-002	2.4306e-002	2.5048e-002	
19289	2.1895e-002	2.3807e-002	2.4845e-002	
19290	2.e-002	2.331e-002	2.4639e-002	
19291	3.9e-002	2.7296e-002	2.7226e-002	
19292	3.9e-002	2.8296e-002	2.7561e-002	
19293	3.9e-002	2.3325e-002	2.5728e-002	
19294	3.9e-002	2.231e-002	2.5301e-002	
19295	2.e-002	2.8296e-002	2.7561e-002	
19296	2.e-002	2.7296e-002	2.7226e-002	
19297	2.e-002	2.231e-002	2.5301e-002	
19298	2.e-002	2.331e-002	2.5722e-002	
19299	2.5693e-002	2.4804e-002	2.6318e-002	
19300	2.3797e-002	2.4306e-002	2.6124e-002	
19301	2.1895e-002	2.3807e-002	2.5925e-002	
19302	2.7595e-002	2.5303e-002	2.6509e-002	
19303	2.1902e-002	2.6797e-002	2.7053e-002	
19304	2.3798e-002	2.63e-002	2.6876e-002	
19305	2.5699e-002	2.5801e-002	2.6694e-002	
19306	2.714e-002	2.6428e-002	2.6922e-002	
19307	2.4758e-002	2.7051e-002	2.7142e-002	
19308	2.2383e-002	2.7673e-002	2.7354e-002	
19309	2.9514e-002	2.5807e-002	2.6696e-002	
19310	3.6624e-002	2.7673e-002	2.7354e-002	
19311	3.4256e-002	2.7051e-002	2.7142e-002	
19312	3.1881e-002	2.6428e-002	2.6922e-002	
19313	2.712e-002	2.4178e-002	2.6074e-002	
19314	2.4749e-002	2.3556e-002	2.5823e-002	
19315	2.2369e-002	2.2932e-002	2.5565e-002	
19316	2.95e-002	2.4803e-002	2.6318e-002	
19317	3.6631e-002	2.2932e-002	2.5565e-002	
19318	3.4251e-002	2.3556e-002	2.5823e-002	
19319	3.188e-002	2.4178e-002	2.6074e-002	
19320	3.7109e-002	2.3819e-002	2.593e-002	
19321	3.5212e-002	2.4316e-002	2.6128e-002	
19322	3.332e-002	2.4811e-002	2.6321e-002	
19323	3.1422e-002	2.5308e-002	2.651e-002	
19324	3.3313e-002	2.5804e-002	2.6695e-002	
19325	3.521e-002	2.6302e-002	2.6877e-002	
19326	3.7103e-002	2.6798e-002	2.7053e-002	
19327	5.1422e-002	2.5308e-002	2.5441e-002	
19328	5.3313e-002	2.5804e-002	2.5629e-002	
19329	5.521e-002	2.6302e-002	2.5813e-002	
19330	5.7103e-002	2.6798e-002	2.5992e-002	
19331	5.9e-002	2.7296e-002	2.6168e-002	
19332	5.9e-002	2.3325e-002	2.4645e-002	
19333	5.7109e-002	2.3819e-002	2.485e-002	
19334	5.5212e-002	2.4316e-002	2.5052e-002	
19335	5.332e-002	2.4811e-002	2.5248e-002	
19336	5.9e-002	2.231e-002	2.421e-002	
19337	5.6631e-002	2.2932e-002	2.4479e-002	
19338	5.4251e-002	2.3556e-002	2.4742e-002	
19339	5.188e-002	2.4178e-002	2.4996e-002	
19340	4.95e-002	2.4803e-002	2.5245e-002	
19341	4.712e-002	2.4178e-002	2.4996e-002	
19342	4.4749e-002	2.3556e-002	2.4742e-002	
19343	4.2369e-002	2.2932e-002	2.4479e-002	
19344	4.e-002	2.231e-002	2.421e-002	
19345	5.9e-002	2.8296e-002	2.6508e-002	
19346	5.6624e-002	2.7673e-002	2.6298e-002	
19347	5.4256e-002	2.7051e-002	2.6082e-002	
19348	5.1881e-002	2.6428e-002	2.5859e-002	
19349	4.9514e-002	2.5807e-002	2.563e-002	
19350	4.714e-002	2.6428e-002	2.5859e-002	
19351	4.4758e-002	2.7051e-002	2.6082e-002	
19352	4.2383e-002	2.7673e-002	2.6298e-002	
19353	4.e-002	2.8296e-002	2.6508e-002	
19354	4.e-002	2.7296e-002	2.6168e-002	
19355	4.1902e-002	2.6797e-002	2.5992e-002	
19356	4.3798e-002	2.63e-002	2.5812e-002	
19357	4.5699e-002	2.5801e-002	2.5627e-002	
19358	4.7595e-002	2.5303e-002	2.5439e-002	
19359	4.5693e-002	2.4804e-002	2.5245e-002	
19360	4.3797e-002	2.4306e-002	2.5048e-002	
19361	4.1895e-002	2.3807e-002	2.4845e-002	
19362	4.e-002	2.331e-002	2.4639e-002	
19363	5.9e-002	2.7296e-002	2.7226e-002	
19364	5.9e-002	2.8296e-002	2.7561e-002	
19365	5.9e-002	2.3325e-002	2.5728e-002	
19366	5.9e-002	2.231e-002	2.5301e-002	
19367	4.e-002	2.8296e-002	2.7561e-002	
19368	4.e-002	2.7296e-002	2.7226e-002	
19369	4.e-002	2.231e-002	2.5301e-002	
19370	4.e-002	2.331e-002	2.5722e-002	
19371	4.5693e-002	2.4804e-002	2.6318e-002	
19372	4.3797e-002	2.4306e-002	2.6124e-002	
19373	4.1895e-002	2.3807e-002	2.5925e-002	
19374	4.7595e-002	2.5303e-002	2.6509e-002	
19375	4.1902e-002	2.6797e-002	2.7053e-002	
19376	4.3798e-002	2.63e-002	2.6876e-002	
19377	4.5699e-002	2.5801e-002	2.6694e-002	
19378	4.714e-002	2.6428e-002	2.6922e-002	
19379	4.4758e-002	2.7051e-002	2.7142e-002	
19380	4.2383e-002	2.7673e-002	2.7354e-002	
19381	4.9514e-002	2.5807e-002	2.6696e-002	
19382	5.6624e-002	2.7673e-002	2.7354e-002	
19383	5.4256e-002	2.7051e-002	2.7142e-002	
19384	5.1881e-002	2.6428e-002	2.6922e-002	
19385	4.712e-002	2.4178e-002	2.6074e-002	
19386	4.4749e-002	2.3556e-002	2.5823e-002	
19387	4.2369e-002	2.2932e-002	2.5565e-002	
19388	4.95e-002	2.4803e-002	2.6318e-002	
19389	5.6631e-002	2.2932e-002	2.5565e-002	
19390	5.4251e-002	2.3556e-002	2.5823e-002	
19391	5.188e-002	2.4178e-002	2.6074e-002	
19392	5.7109e-002	2.3819e-002	2.593e-002	
19393	5.5212e-002	2.4316e-002	2.6128e-002	
19394	5.332e-002	2.4811e-002	2.6321e-002	
19395	5.1422e-002	2.5308e-002	2.651e-002	
19396	5.3313e-002	2.5804e-002	2.6695e-002	
19397	5.521e-002	2.6302e-002	2.6877e-002	
19398	5.7103e-002	2.6798e-002	2.7053e-002	
19399	1.1422e-002	0.12531	2.5441e-002	
19400	1.3313e-002	0.1258	2.5629e-002	
19401	1.521e-002	0.1263	2.5813e-002	
19402	1.7103e-002	0.1268	2.5992e-002	
19403	1.9e-002	0.1273	2.6168e-002	
19404	1.9e-002	0.12332	2.4645e-002	
19405	1.7109e-002	0.12382	2.485e-002	
19406	1.5212e-002	0.12432	2.5052e-002	
19407	1.332e-002	0.12481	2.5248e-002	
19408	1.9e-002	0.12231	2.421e-002	
19409	1.6631e-002	0.12293	2.4479e-002	
19410	1.4252e-002	0.12356	2.4742e-002	
19411	1.188e-002	0.12418	2.4996e-002	
19412	9.5e-003	0.1248	2.5245e-002	
19413	7.1196e-003	0.12418	2.4996e-002	
19414	4.7485e-003	0.12356	2.4742e-002	
19415	2.3693e-003	0.12293	2.4479e-002	
19416	0.	0.12231	2.421e-002	
19417	1.9e-002	0.1283	2.6508e-002	
19418	1.6624e-002	0.12767	2.6298e-002	
19419	1.4256e-002	0.12705	2.6082e-002	
19420	1.1881e-002	0.12643	2.5859e-002	
19421	9.5141e-003	0.12581	2.563e-002	
19422	7.1403e-003	0.12643	2.5859e-002	
19423	4.7582e-003	0.12705	2.6082e-002	
19424	2.383e-003	0.12767	2.6298e-002	
19425	0.	0.1283	2.6508e-002	
19426	6.9389e-018	0.1273	2.6168e-002	
19427	1.9017e-003	0.1268	2.5992e-002	
19428	3.7982e-003	0.1263	2.5812e-002	
19429	5.6993e-003	0.1258	2.5627e-002	
19430	7.5949e-003	0.1253	2.5439e-002	
19431	5.6928e-003	0.1248	2.5245e-002	
19432	3.7965e-003	0.12431	2.5048e-002	
19433	1.8952e-003	0.12381	2.4845e-002	
19434	-7.8139e-018	0.12331	2.4639e-002	
19435	0.	0.1283	2.7561e-002	
19436	0.	0.1273	2.7226e-002	
19437	1.9e-002	0.12332	2.5728e-002	
19438	1.9e-002	0.12231	2.5301e-002	
19439	1.9e-002	0.1273	2.7226e-002	
19440	1.9e-002	0.1283	2.7561e-002	
19441	0.	0.12231	2.5301e-002	
19442	-7.8139e-018	0.12331	2.5722e-002	
19443	5.6929e-003	0.1248	2.6318e-002	
19444	3.7966e-003	0.12431	2.6124e-002	
19445	1.8953e-003	0.12381	2.5925e-002	
19446	7.5949e-003	0.1253	2.6509e-002	
19447	1.9017e-003	0.1268	2.7053e-002	
19448	3.7982e-003	0.1263	2.6876e-002	
19449	5.6993e-003	0.1258	2.6694e-002	
19450	7.1403e-003	0.12643	2.6922e-002	
19451	4.7582e-003	0.12705	2.7142e-002	
19452	2.3829e-003	0.12767	2.7354e-002	
19453	9.5141e-003	0.12581	2.6696e-002	
19454	1.6624e-002	0.12767	2.7354e-002	
19455	1.4256e-002	0.12705	2.7142e-002	
19456	1.1881e-002	0.12643	2.6922e-002	
19457	7.1196e-003	0.12418	2.6074e-002	
19458	4.7486e-003	0.12356	2.5823e-002	
19459	2.3693e-003	0.12293	2.5565e-002	
19460	9.5e-003	0.1248	2.6318e-002	
19461	1.6631e-002	0.12293	2.5565e-002	
19462	1.4251e-002	0.12356	2.5823e-002	
19463	1.188e-002	0.12418	2.6074e-002	
19464	1.7109e-002	0.12382	2.593e-002	
19465	1.5212e-002	0.12432	2.6128e-002	
19466	1.332e-002	0.12481	2.6321e-002	
19467	1.1422e-002	0.12531	2.651e-002	
19468	1.3313e-002	0.1258	2.6695e-002	
19469	1.521e-002	0.1263	2.6877e-002	
19470	1.7103e-002	0.1268	2.7053e-002	
19471	3.1422e-002	0.12531	2.5441e-002	
19472	3.3313e-002	0.1258	2.5629e-002	
19473	3.521e-002	0.1263	2.5813e-002	
19474	3.7103e-002	0.1268	2.5992e-002	
19475	3.9e-002	0.1273	2.6168e-002	
19476	3.9e-002	0.12332	2.4645e-002	
19477	3.7109e-002	0.12382	2.485e-002	
19478	3.5212e-002	0.12432	2.5052e-002	
19479	3.332e-002	0.12481	2.5248e-002	
19480	3.9e-002	0.12231	2.421e-002	
19481	3.6631e-002	0.12293	2.4479e-002	
19482	3.4251e-002	0.12356	2.4742e-002	
19483	3.188e-002	0.12418	2.4996e-002	
19484	2.95e-002	0.1248	2.5245e-002	
19485	2.712e-002	0.12418	2.4996e-002	
19486	2.4749e-002	0.12356	2.4742e-002	
19487	2.2369e-002	0.12293	2.4479e-002	
19488	2.e-002	0.12231	2.421e-002	
19489	3.9e-002	0.1283	2.6508e-002	
19490	3.6624e-002	0.12767	2.6298e-002	
19491	3.4256e-002	0.12705	2.6082e-002	
19492	3.1881e-002	0.12643	2.5859e-002	
19493	2.9514e-002	0.12581	2.563e-002	
19494	2.714e-002	0.12643	2.5859e-002	
19495	2.4758e-002	0.12705	2.6082e-002	
19496	2.2383e-002	0.12767	2.6298e-002	
19497	2.e-002	0.1283	2.6508e-002	
19498	2.e-002	0.1273	2.6168e-002	
19499	2.1902e-002	0.1268	2.5992e-002	
19500	2.3798e-002	0.1263	2.5812e-002	
19501	2.5699e-002	0.1258	2.5627e-002	
19502	2.7595e-002	0.1253	2.5439e-002	
19503	2.5693e-002	0.1248	2.5245e-002	
19504	2.3797e-002	0.12431	2.5048e-002	
19505	2.1895e-002	0.12381	2.4845e-002	
19506	2.e-002	0.12331	2.4639e-002	
19507	3.9e-002	0.1273	2.7226e-002	
19508	3.9e-002	0.1283	2.7561e-002	
19509	3.9e-002	0.12332	2.5728e-002	
19510	3.9e-002	0.12231	2.5301e-002	
19511	2.e-002	0.1283	2.7561e-002	
19512	2.e-002	0.1273	2.7226e-002	
19513	2.e-002	0.12231	2.5301e-002	
19514	2.e-002	0.12331	2.5722e-002	
19515	2.5693e-002	0.1248	2.6318e-002	
19516	2.3797e-002	0.12431	2.6124e-002	
19517	2.1895e-002	0.12381	2.5925e-002	
19518	2.7595e-002	0.1253	2.6509e-002	
19519	2.1902e-002	0.1268	2.7053e-002	
19520	2.3798e-002	0.1263	2.6876e-002	
19521	2.5699e-002	0.1258	2.6694e-002	
19522	2.714e-002	0.12643	2.6922e-002	
19523	2.4758e-002	0.12705	2.7142e-002	
19524	2.2383e-002	0.12767	2.7354e-002	
19525	2.9514e-002	0.12581	2.6696e-002	
19526	3.6624e-002	0.12767	2.7354e-002	
19527	3.4256e-002	0.12705	2.7142e-002	
19528	3.1881e-002	0.12643	2.6922e-002	
19529	2.712e-002	0.12418	2.6074e-002	
19530	2.4749e-002	0.12356	2.5823e-002	
19531	2.2369e-002	0.12293	2.5565e-002	
19532	2.95e-002	0.1248	2.6318e-002	
19533	3.6631e-002	0.12293	2.5565e-002	
19534	3.4251e-002	0.12356	2.5823e-002	
19535	3.188e-002	0.12418	2.6074e-002	
19536	3.7109e-002	0.12382	2.593e-002	
19537	3.5212e-002	0.12432	2.6128e-002	
19538	3.332e-002	0.12481	2.6321e-002	
19539	3.1422e-002	0.12531	2.651e-002	
19540	3.3313e-002	0.1258	2.6695e-002	
19541	3.521e-002	0.1263	2.6877e-002	
19542	3.7103e-002	0.1268	2.7053e-002	
19543	5.1422e-002	0.12531	2.5441e-002	
19544	5.3313e-002	0.1258	2.5629e-002	
19545	5.521e-002	0.1263	2.5813e-002	
19546	5.7103e-002	0.1268	2.5992e-002	
19547	5.9e-002	0.1273	2.6168e-002	
19548	5.9e-002	0.12332	2.4645e-002	
19549	5.7109e-002	0.12382	2.485e-002	
19550	5.5212e-002	0.12432	2.5052e-002	
19551	5.332e-002	0.12481	2.5248e-002	
19552	5.9e-002	0.12231	2.421e-002	
19553	5.6631e-002	0.12293	2.4479e-002	
19554	5.4252e-002	0.12356	2.4742e-002	
19555	5.188e-002	0.12418	2.4996e-002	
19556	4.95e-002	0.1248	2.5245e-002	
19557	4.712e-002	0.12418	2.4996e-002	
19558	4.4748e-002	0.12356	2.4742e-002	
19559	4.2369e-002	0.12293	2.4479e-002	
19560	4.e-002	0.12231	2.421e-002	
19561	5.9e-002	0.1283	2.6508e-002	
19562	5.6624e-002	0.12767	2.6298e-002	
19563	5.4256e-002	0.12705	2.6082e-002	
19564	5.1881e-002	0.12643	2.5859e-002	
19565	4.9514e-002	0.12581	2.563e-002	
19566	4.714e-002	0.12643	2.5859e-002	
19567	4.4758e-002	0.12705	2.6082e-002	
19568	4.2383e-002	0.12767	2.6298e-002	
19569	4.e-002	0.1283	2.6508e-002	
19570	4.e-002	0.1273	2.6168e-002	
19571	4.1902e-002	0.1268	2.5992e-002	
19572	4.3798e-002	0.1263	2.5812e-002	
19573	4.5699e-002	0.1258	2.5627e-002	
19574	4.7595e-002	0.1253	2.5439e-002	
19575	4.5693e-002	0.1248	2.5245e-002	
19576	4.3797e-002	0.12431	2.5048e-002	
19577	4.1895e-002	0.12381	2.4845e-002	
19578	4.e-002	0.12331	2.4639e-002	
19579	4.e-002	0.1283	2.7561e-002	
19580	4.e-002	0.1273	2.7226e-002	
19581	5.9e-002	0.12332	2.5728e-002	
19582	5.9e-002	0.12231	2.5301e-002	
19583	5.9e-002	0.1273	2.7226e-002	
19584	5.9e-002	0.1283	2.7561e-002	
19585	4.e-002	0.12231	2.5301e-002	
19586	4.e-002	0.12331	2.5722e-002	
19587	4.5693e-002	0.1248	2.6318e-002	
19588	4.3797e-002	0.12431	2.6124e-002	
19589	4.1895e-002	0.12381	2.5925e-002	
19590	4.7595e-002	0.1253	2.6509e-002	
19591	4.1902e-002	0.1268	2.7053e-002	
19592	4.3798e-002	0.1263	2.6876e-002	
19593	4.5699e-002	0.1258	2.6694e-002	
19594	4.714e-002	0.12643	2.6922e-002	
19595	4.4758e-002	0.12705	2.7142e-002	
19596	4.2383e-002	0.12767	2.7354e-002	
19597	4.9514e-002	0.12581	2.6696e-002	
19598	5.6624e-002	0.12767	2.7354e-002	
19599	5.4256e-002	0.12705	2.7142e-002	
19600	5.1881e-002	0.12643	2.6922e-002	
19601	4.712e-002	0.12418	2.6074e-002	
19602	4.4749e-002	0.12356	2.5823e-002	
19603	4.2369e-002	0.12293	2.5565e-002	
19604	4.95e-002	0.1248	2.6318e-002	
19605	5.6631e-002	0.12293	2.5565e-002	
19606	5.4251e-002	0.12356	2.5823e-002	
19607	5.188e-002	0.12418	2.6074e-002	
19608	5.7109e-002	0.12382	2.593e-002	
19609	5.5212e-002	0.12432	2.6128e-002	
19610	5.332e-002	0.12481	2.6321e-002	
19611	5.1422e-002	0.12531	2.651e-002	
19612	5.3313e-002	0.1258	2.6695e-002	
19613	5.521e-002	0.1263	2.6877e-002	
19614	5.7103e-002	0.1268	2.7053e-002	
19615	1.9e-002	0.22231	2.421e-002	
19616	1.6631e-002	0.22293	2.4479e-002	
19617	1.4251e-002	0.22356	2.4742e-002	
19618	1.188e-002	0.22418	2.4996e-002	
19619	9.5e-003	0.2248	2.5245e-002	
19620	7.1196e-003	0.22418	2.4996e-002	
19621	4.7486e-003	0.22356	2.4742e-002	
19622	2.3693e-003	0.22293	2.4479e-002	
19623	0.	0.22231	2.421e-002	
19624	0.	0.2273	2.6168e-002	
19625	1.9017e-003	0.2268	2.5992e-002	
19626	3.7982e-003	0.2263	2.5812e-002	
19627	5.6993e-003	0.2258	2.5627e-002	
19628	7.5949e-003	0.2253	2.5439e-002	
19629	5.6928e-003	0.2248	2.5245e-002	
19630	3.7966e-003	0.22431	2.5048e-002	
19631	1.8952e-003	0.22381	2.4845e-002	
19632	-7.8139e-018	0.22331	2.4639e-002	
19633	1.9e-002	0.2283	2.6508e-002	
19634	1.6624e-002	0.22767	2.6298e-002	
19635	1.4256e-002	0.22705	2.6082e-002	
19636	1.1881e-002	0.22643	2.5859e-002	
19637	9.5141e-003	0.22581	2.563e-002	
19638	7.1403e-003	0.22643	2.5859e-002	
19639	4.7582e-003	0.22705	2.6082e-002	
19640	2.383e-003	0.22767	2.6298e-002	
19641	0.	0.2283	2.6508e-002	
19642	1.1422e-002	0.22531	2.5441e-002	
19643	1.3313e-002	0.2258	2.5629e-002	
19644	1.521e-002	0.2263	2.5813e-002	
19645	1.7103e-002	0.2268	2.5992e-002	
19646	1.9e-002	0.2273	2.6168e-002	
19647	1.9e-002	0.22332	2.4645e-002	
19648	1.7109e-002	0.22382	2.485e-002	
19649	1.5212e-002	0.22432	2.5052e-002	
19650	1.332e-002	0.22481	2.5248e-002	
19651	1.9e-002	0.2283	2.7561e-002	
19652	1.9e-002	0.2273	2.7226e-002	
19653	0.	0.2273	2.7226e-002	
19654	0.	0.2283	2.7561e-002	
19655	1.9e-002	0.22231	2.5301e-002	
19656	1.9e-002	0.22332	2.5728e-002	
19657	0.	0.22231	2.5301e-002	
19658	-7.8139e-018	0.22331	2.5722e-002	
19659	1.7109e-002	0.22382	2.593e-002	
19660	1.5212e-002	0.22432	2.6128e-002	
19661	1.332e-002	0.22481	2.6321e-002	
19662	1.1422e-002	0.22531	2.651e-002	
19663	1.3313e-002	0.2258	2.6695e-002	
19664	1.521e-002	0.2263	2.6877e-002	
19665	1.7103e-002	0.2268	2.7053e-002	
19666	7.1403e-003	0.22643	2.6922e-002	
19667	4.7581e-003	0.22705	2.7142e-002	
19668	2.3829e-003	0.22767	2.7354e-002	
19669	9.5141e-003	0.22581	2.6696e-002	
19670	1.6624e-002	0.22767	2.7354e-002	
19671	1.4256e-002	0.22705	2.7142e-002	
19672	1.1881e-002	0.22643	2.6922e-002	
19673	5.6929e-003	0.2248	2.6318e-002	
19674	3.7966e-003	0.22431	2.6124e-002	
19675	1.8953e-003	0.22381	2.5925e-002	
